"DocId","PublishDate","VisitDate","SiteId","SiteName","SiteUrl","Url","Content"
"D10","2022-12-31","2023-03-24","S1","Computer Science Teacher","blog.acthompson.net","https://blog.acthompson.net/2022/12/looking-back-and-looking-forward-in-cs.html","Tools like ChatGPT and GitHub CoPilot are probably only the first of tools that are going to shake things up in teaching programming. Ethics in computer science has never been more important. The discussion about ChatGPT and what it means for education in general and CS education in particular is going to be ongoing. We have to rethink how and what we teach."
