"wordId","word","topicId","dov","dovDelta","composition","dod","dodDelta","numDocs"
"W8955","mash","T96","0.013776723289179395","-0.2","0.05890302270741428","0.0022957880502829666","-0.2","2"
"W8956","prologue","T17","0.021685478816087754","-0.2","0.09271727567675148","0.0022957880502829666","-0.2","2"
"W8957","grind","T49","0.31031372758847175","0.007710246658520797","1.3267608094388073","0.011478940251414835","-0.0664289940911964","10"
"W8958","imaginary","T5","0.01224418293337656","NaN","0.05235057496762519","0.0022957880502829666","NaN","2"
"W8959","healthiest","T82","0.020077186707815456","NaN","0.08584094778765725","0.0022957880502829666","NaN","2"
"W8960","pallet","T23","0.009697687434511293","NaN","0.041462914742076494","0.0011478940251414833","NaN","1"
"W8961","piano","T64","0.12295353625051589","-0.2","0.5256935764551027","0.004591576100565933","-0.2","4"
"W8962","bowels","T80","0.012959797347874015","0.4530756944014282","0.05541021775946408","0.0022957880502829666","-0.11948882530662878","2"
"W8963","respectfully","T80","0.010344338495165573","NaN","0.0442277014994188","0.0011478940251414833","NaN","1"
"W8964","fallible","T80","0.010344338495165573","NaN","0.0442277014994188","0.0011478940251414833","NaN","1"
"W8965","mythology","T80","0.017195801813929858","-0.2","0.07352145234082277","0.0022957880502829666","-0.2","2"
"W8966","fabric","T80","0.24405143655386355","-0.1501721851608711","1.043453294906496","0.009183152201131866","-0.07728550657016807","8"
"W8967","steep","T64","0.25840854841145733","0.21010701703873083","1.1048377959964577","0.008035258175990384","0.13615519426661554","7"
"W8968","cooking","T64","0.16556250948380474","0.17703581787126033","0.7078702279866961","0.008035258175990384","0.07688662860013408","7"
"W8969","playful","T79","0.050723208333711856","0.00767027842333734","0.21686944199715424","0.004591576100565933","-0.1194888253066288","4"
"W8970","unparallel","T19","0.002604423032064323","NaN","0.011135332094380425","0.0011478940251414833","NaN","1"
"W8971","sprinkled","T17","0.013254713239634086","NaN","0.05667114440395615","0.0011478940251414833","NaN","1"
"W8972","sephardic","T23","0.009697687434511293","NaN","0.041462914742076494","0.0011478940251414833","NaN","1"
"W8973","sunny","T25","0.030774417250660917","-0.15863047709581785","0.13157745568910928","0.0034436820754244505","-0.15974441265331438","3"
"W8974","dagger","T23","0.047413515438411394","-0.2","0.20271869572212592","0.0034436820754244505","-0.2","3"
"W8975","spiritually","T17","0.024637077919736905","-0.00771450264568066","0.10533697525088623","0.0022957880502829666","-0.11948882530662878","2"
"W8976","shatter","T80","0.030248753007883575","-0.2","0.1293299537121255","0.0034436820754244505","-0.2","3"
"W8977","pond","T17","0.014759077124245516","-0.2","0.0631031223275513","0.0022957880502829666","-0.2","2"
"W8978","moonlight","T86","0.01743680154525633","0.0069119727769435865","0.07455185792775604","0.0022957880502829666","-0.11948882530662878","2"
"W8979","gif","T79","0.037440472355354845","0.04640127820141354","0.1600784850673403","0.004591576100565933","0.05564401957324433","4"
"W8980","inquisition","T23","0.009697687434511293","NaN","0.041462914742076494","0.0011478940251414833","NaN","1"
"W8981","windy","T80","0.010344338495165573","NaN","0.0442277014994188","0.0011478940251414833","NaN","1"
"W8982","mystical","T38","0.06453080130584743","-0.03501265706343286","0.27590444947322296","0.004591576100565933","0.31195963308755814","4"
"W8983","syncretism","T17","0.013254713239634086","NaN","0.05667114440395615","0.0011478940251414833","NaN","1"
"W8984","pontoon","T25","0.01834686799503894","NaN","0.07844288946200367","0.0011478940251414833","NaN","1"
"W8985","cco","T53","0.03676352263391406","NaN","0.15718415497325164","0.0011478940251414833","NaN","1"
"W8986","moccasin","T25","0.01834686799503894","NaN","0.07844288946200367","0.0011478940251414833","NaN","1"
"W8987","neutral","T90","0.43809365109487347","1.5017615263416217","1.873089829617419","0.014922622326839285","0.019133129922899877","13"
"W8988","multilanguage","T69","0.0350132133719018","-0.02010437808566845","0.14970062612236137","0.004591576100565933","0.05564401957324433","4"
"W8989","multicultural","T28","0.0037712377677312186","NaN","0.016124102894786517","0.0011478940251414833","NaN","1"
"W8990","spellchecker","T19","0.007549882713998799","-0.0903760750904571","0.03227987552673527","0.0022957880502829666","-0.11948882530662878","2"
"W8991","cocky","T79","0.004959375202958924","NaN","0.02120403989125029","0.0011478940251414833","NaN","1"
"W8992","dialect","T25","0.06194441402968018","NaN","0.2648462300940253","0.004591576100565933","NaN","4"
"W8993","acl","T68","0.006447362749511776","-0.2","0.027566000017994842","0.0034436820754244505","-0.2","3"
"W8994","clash","T66","0.009393276785440293","-0.06833640302566898","0.04016139282004652","0.0034436820754244505","0.08617150705379326","3"
"W8995","hug","T53","0.3069420177048947","0.14247079284213363","1.3123449066391089","0.009183152201131866","0.12974820146265273","8"
"W8996","naivete","T91","0.04755050838665225","-0.2","0.20330441545907707","0.0022957880502829666","-0.2","2"
"W8997","disrespect","T53","0.5626103724374161","0.2765350535091637","2.405466876810724","0.01721841037712225","0.6897231213159567","15"
"W8998","subtitle","T19","0.04827835429695246","-0.2","0.2064163545814651","0.0034436820754244505","-0.2","3"
"W8999","centrifugal","T26","0.0026233554345330913","NaN","0.011216278463783057","0.0011478940251414833","NaN","1"
"W9000","transplant","T99","0.04643735581356207","-0.2","0.19854507973655106","0.0034436820754244505","-0.2","3"
"W9001","proficient","T40","0.014088423491766382","-0.08643468720640841","0.060235711455348076","0.0034436820754244505","-0.03897765061325757","3"
"W9002","moveable","T66","0.002924187704144978","NaN","0.012502500857607984","0.0022957880502829666","NaN","2"
"W9003","pacific","T25","0.01834686799503894","NaN","0.07844288946200367","0.0011478940251414833","NaN","1"
"W9004","pip","T12","0.001871292682029269","NaN","0.008000799103540223","0.0011478940251414833","NaN","1"
"W9005","indigenous","T40","0.016592842679134773","-0.2","0.07094347244945245","0.0034436820754244505","-0.2","3"
"W9006","basil","T7","0.06212939684784417","-0.2","0.26563713275716827","0.0022957880502829666","-0.2","2"
"W9007","misreading","T45","0.004554905810306587","NaN","0.019474712146200276","0.0011478940251414833","NaN","1"
"W9008","mobilize","T90","0.020894083071190485","NaN","0.08933362627378727","0.0022957880502829666","NaN","2"
"W9009","despise","T6","0.11816103569256882","-0.12948172743852035","0.5052030168884624","0.011478940251414835","-0.15135273884696337","10"
"W9010","centrifical","T12","0.001871292682029269","NaN","0.008000799103540223","0.0011478940251414833","NaN","1"
"W9011","triumph","T3","0.06019583178517347","-0.1905451320921584","0.25737008518699533","0.0057394701257074176","-0.17987220632665718","5"
"W9012","slang","T25","0.030445018021884162","-0.1492754967771998","0.13016909392955495","0.0034436820754244505","-0.10270547769392678","3"
"W9013","unvalidated","T68","0.0022638081832747113","NaN","0.009679017428577767","0.0011478940251414833","NaN","1"
"W9014","funder","T49","0.06821352043303112","0.7953327858552525","0.29165008679352156","0.004591576100565933","-0.1194888253066288","4"
"W9015","preface","T7","0.05739718743949569","-0.2","0.24540435081146997","0.0057394701257074176","-0.2","5"
"W9016","jazz","T64","0.30216607596547157","-0.05159019556015769","1.2919251450730562","0.009183152201131866","-0.1194888253066288","8"
"W9017","endangered","T49","0.03509395745181659","NaN","0.15004585120040628","0.0022957880502829666","NaN","2"
"W9018","vitality","T90","0.010858544000013248","NaN","0.04642621110816656","0.0011478940251414833","NaN","1"
"W9019","rando","T25","0.01834686799503894","NaN","0.07844288946200367","0.0011478940251414833","NaN","1"
"W9020","non-native","T66","0.001873727266539483","NaN","0.00801120828311639","0.0011478940251414833","NaN","1"
"W9021","whisk","T90","0.010858544000013248","NaN","0.04642621110816656","0.0011478940251414833","NaN","1"
"W9022","revalidate","T76","0.12064371435281622","-0.19309446521286727","0.515817825245296","0.0034436820754244505","-0.14846900672143393","3"
"W9023","zingy","T90","0.010858544000013248","NaN","0.04642621110816656","0.0011478940251414833","NaN","1"
"W9024","newsreader","T19","0.004688004074746553","NaN","0.02004377998098668","0.0022957880502829666","NaN","2"
"W9025","consciously","T59","0.20776397026000046","0.052637455205290895","0.8883045410093521","0.016070516351980767","-0.036319194072375285","14"
