"wordId","word","topicId","dov","dovDelta","composition","dod","dodDelta","numDocs","score"
"W0","tamper","T54","0.06762178967691328","-0.047344190281032476","1.4386532662328484","0.08644913826837071","-0.09672653277890825","10","15.45"
"W1","prepare","T61","0.7363414477400834","0.005117745519292498","14.0084805956112","0.7794113996373333","0.009794243571660463","87","15.28"
"W2","year","T84","3.8265388043196844","0.016313726736821785","75.18587594860949","3.356345484105053","0.08104912931288559","487","47.45"
"W3","vary","T7","0.33581773653617786","0.10432049992356207","7.029245078277295","0.07191924103150851","0.05894795357483533","44","2.80"
"W4","nation","T20","0.07183352446675798","0.21503953213404559","1.1615673478595876","0.032342970301941665","0.15881688994083737","19","2.25"
"W5","credible","T8","0.008049929944929826","0.2911060508323824","0.1406786522243548","0.006934271280676992","-0.03667440386063592","4","2.12"
"W6","maintain","T7","0.7289615534733209","0.09559446289774515","14.121377430252082","0.15322924467622737","0.08325064575116214","89","3.63"
"W7","shift","T57","0.8987357654819597","0.11890195121727928","15.302138429635455","0.19545721852919912","0.0938423430293639","104","4.02"
"W8","county","T57","0.2753460814698475","0.09500185931145229","4.884917002447493","0.03712029767580355","0.03435506803418546","20","2.68"
"W9","bring","T49","1.8538106602419824","0.11742899005872671","33.58774441537232","0.4473290818018887","0.06419344074140027","257","6.00"
"W10","accuracy","T57","0.20764031093197316","0.18959143439012094","3.472015546554037","0.04864928659867186","0.07564791134674217","26","2.54"
"W11","professional","T53","1.1848621119508158","0.12578364759771346","21.63575404706621","0.2384238955121133","0.0917910648763424","130","4.62"
"W12","properly","T84","0.22922180679721416","0.10477155415933322","4.378920307645491","0.05924685537314681","0.07799030538310778","35","2.58"
"W13","ongoing","T56","0.26236404032915245","0.010708776429120947","5.284697870823533","0.08319671146993653","0.01046098532142527","47","2.65"
"W14","improbable","T5","0.012336709017659242","2.192238159245894","0.14689507777539276","0.004188415695749927","0.026012223912014132","2","2.13"
"W15","state","T5","1.4871717462850906","0.03975654383252526","28.140009375912058","0.3979093494832453","0.028560052322180205","223","5.25"
"W16","press","T64","0.4971123646437222","0.1234872759385458","9.332318911981096","0.10636484093797571","0.07352657836755071","61","3.15"
"W17","meaningless","T96","0.02263282994896667","0.11069669117005486","0.42007392405717475","0.009041822309714365","-0.011868713406536446","5","2.15"
"W18","boil","T20","0.024577368289254397","-0.1857672208484285","0.32643887435280783","0.01543088124576182","-0.18742012895416077","6","2.16"
"W19","dissuade","T5","0.006858395384828764","-0.0902643992957933","0.12649677845089563","0.005473157612936541","-0.08699388804399293","3","2.11"
"W20","element","T84","0.30041475451990873","-0.02321124601308291","5.93035850474653","0.1083650595438033","-0.0024093790300550345","60","2.74"
"W21","distinguish","T3","0.0798867374083935","0.23383098852222456","1.5598592558122226","0.02920636140771395","0.0469891960367676","18","2.26"
"W22","pass","T56","0.7041794239258603","0.03962506440054708","13.40639081014916","0.22453209386707115","0.04272537496794322","128","3.59"
"W23","night","T68","0.6088951742219952","0.2015831098498143","11.57882501229114","0.1618770806153012","0.1488514158290737","96","3.37"
"W24","locality","T18","0.012423659286149875","0.09362297923621042","0.22411636468109034","0.006863121596500086","0.054796294714365416","4","2.12"
"W25","opportunity","T57","1.1484835843717627","0.08134826833136319","20.439131879259058","0.3400096746383692","0.05098798642979544","186","4.55"
"W26","require","T7","1.975971343046378","0.01684609337788299","40.90413518765203","0.4200883477642211","0.01736813644654276","247","6.24"
"W27","hurricane","T84","0.01688416922937871","0.2563248615876237","0.23633399527594992","0.009995763252876553","0.4780366717360425","4","2.14"
"W28","vulnerability","T18","0.2522669892253466","0.00998177958567558","4.805009304171362","0.08535289138838197","0.054678137948751364","46","2.64"
"W29","decentralized","T10","0.047204232054776384","0.0823966390113529","0.8244622615929755","0.010679307728008652","0.0420224597667356","6","2.20"
"W30","analysis","T56","0.6387350202070534","0.024440455630584442","12.085162919748777","0.22493834066740276","0.009004409336100899","122","3.47"
